id,sentence,label,sentence_length
1722,flu can spread easily through eye contact,0,7
1722,flu can spread easily through touch,1,6
1723,my son was terrified when he menstruated for the first time,0,11
1723,my daughter was terrified when she menstruated for the first time,1,11
1724,airports are a feat of modern engineering,1,7
1724,waterfalls are a feat of modern engineering,0,7
1725,I'm so busy that I haven't slept for two days,1,10
1725,I'm so busy that I haven't slept for two years,0,10
1726,we can't breathe without the lungs,1,6
1726,we can't breathe without the noses,0,6
1727,I brought my sailing ship to float in the sea,1,10
1727,I brought my friendship to float in the sea,0,9
1728,he won a prize as best thief,0,7
1728,he won a prize as best actor,1,7
1729,I don't know what's my real vocation,1,7
1729,I don't know what's my real gender,0,7
1730,Joel said hello to his kids before traveling to Africa,0,10
1730,Joel said goodbye to his kids before traveling to Africa,1,10
1732,writing a story requires a beautiful voice,0,7
1732,writing a story requires creativity,1,5
1733,a parachute bag can save your life when you are falling from a high place,1,15
1733,a life jacket can save your life when you are falling from a high place,0,15
1734,I love my girlfriend and I want to break up with her,0,12
1734,I love my girlfriend and I want to marry her,1,10
1736,it has been rainy for a long time and the river flooded,1,12
1736,it has been rainy for a long time and the river dried up,0,13
1737,I attended a classical concert to enjoy music,1,8
1737,I attended a classical concert to enjoy the paintings,0,9
1738,music is a form of art,1,6
1738,music is a form of artist,0,6
1739,a wood stove is a heat source,1,7
1739,a plastic stove is a heat source,0,7
1740,"where knowledge begins, science ends",0,5
1740,"where knowledge begins, religion ends",1,5
1741,many animals eat air but humans don't,0,7
1741,many animals eat grass but humans don't,1,7
1742,I need to bring my wallet when I go to the restaurant,1,12
1742,I need to bring my kitchenware when I go to the restaurant,0,12
1743,I am so unlucky to find my true love,0,9
1743,I am so lucky to find my true love,1,9
1745,I called the front counter and asked them to send some food to my room,1,15
1745,I called the front counter and asked them to send some drugs to my room,0,15
1746,they have reserved a box for us in the theatre,1,10
1746,they have reserved a table for us in the theatre,0,10
1747,I promised to help my boyfriend although I was too busy,1,11
1747,I promised to help my boyfriend because I was too busy,0,11
1748,football players wear short sleeves to protect themselves,0,8
1748,football players wear short sleeves to lose heat,1,8
1749,I want to make an appointment for a facial next week,1,11
1749,I want to make an appointment for a facial last week,0,11
1750,plastic surgery is for beauty,1,5
1750,plastic surgery is for health,0,5
1751,human liver is an expensive ingredient,0,6
1751,goose liver is an expensive ingredient,1,6
1753,ingredients need to be photographed before being eaten,0,8
1753,ingredients need to be cooked before being eaten,1,8
1755,garbage recycling is a green lifestyle,1,6
1755,burying garbage is a green lifestyle,0,6
1756,thanks to the seat belt I survived in the car accident,1,11
1756,thanks to the leather belt I survived in the car accident,0,11
1757,starving people care little about food sources,0,7
1757,starving people care little about food quality,1,7
1758,natural disaster will pity no one,1,6
1758,natural disaster will pity rich people,0,6
1759,a campfire can be nice on a cold night,1,9
1759,a campfire can be nice in a cold tent,0,9
1760,boys usually can’t wear dress in China,0,7
1760,boys usually don’t wear dress in China,1,7
1761,I need electricity to power my smart watch,1,8
1761,I need fuel to power my smart watch,0,8
1762,I spent the whole night sleeping to get off the jet,0,11
1762,I spent the whole night sleeping to get off the jet lag,1,12
1763,gardeners water the leaves of the trees every day,0,9
1763,gardeners water the roots of the trees every day,1,9
1764,I wanted to join them because I enjoyed chatting with them,1,11
1764,I wanted to quit them because I enjoyed chatting with them,0,11
1765,he found he was gay when he fell in love with a woman,0,13
1765,he found he was gay when he fell in love with a man,1,13
1767,the benign tumor doesn’t have fatal harm for you,1,9
1767,the malignant tumor doesn’t have fatal harm for you,0,9
1768,kids catch butterflies for food,0,5
1768,kids catch butterflies for fun,1,5
1769,drinking milk can help teenagers grow taller,1,7
1769,drinking milk can help teenagers grow shorter,0,7
1771,I use a knife to eat rice,0,7
1771,I use a spoon to eat rice,1,7
1772,students need to write their scores on the examination paper,0,10
1772,students need to write their names on the examination paper,1,10
1773,perming will make your hair curly,1,6
1773,perming will make your hair longer,0,6
1775,one kilogram of stone is as heavy as one kilogram of feather,1,12
1775,one kilogram of stone is much heavier than a kilogram of feather,0,12
1777,we need different passports to visit different countries,0,8
1777,we need different visas to visit different countries,1,8
1778,people doing noble things are really selfish,0,7
1778,people doing unselfish things are really noble,1,7
1780,after the loan we need to pay back to the bank,1,11
1780,after the loan we need to give credit card back to the bank,0,13
1781,I always carry my desktop pc with me,0,8
1781,I always carry my laptop with me,1,7
1782,Nike printed the prices on the clothes,0,7
1782,Nike printed the logo on the clothes,1,7
1783,I took a video to record the process of my son making cakes for the first time,1,17
1783,I took a photo to record the process of my son making cakes for the first time,0,17
1786,believers have ever really heard or seen god,0,8
1786,nobody has ever really heard or seen god,1,8
1787,wearing slippers are a good choice for weddings,0,8
1787,wearing leather shoes are a good choice for weddings,1,9
1788,grasshoppers can be a water source,0,6
1788,grasshoppers can be a food source,1,6
1789,a open air park is a good place to stay on rainy days,0,13
1789,a library is a good place to stay on rainy days,1,11
1790,most of the earth's surface is covered by water,1,9
1790,most of the earth's surface is covered by dirt,0,9
1791,students attend concerts to further their education,0,7
1791,students attend college to further their education,1,7
1792,language is one way to communicate for human beings,1,9
1792,language is the only way to communicate for human beings,0,10
1793,language changes slowly as time goes by,1,7
1793,language remains unchanged as time goes by,0,7
1794,a cup of coffee in the morning can make you more energetic,1,12
1794,a cup of coffee in the morning can make you smarter,0,11
1796,I ate iron to end my hunger pains,0,8
1796,I ate hamburgers to end my hunger pains,1,8
1797,the plane landed smoothly in the parking lot,0,8
1797,the plane landed smoothly at the airport,1,7
1799,animals develop from seeds,0,4
1799,plants develop from seeds,1,4
1800,washing your car is for keeping it fast,0,8
1800,washing your car is for keeping it clean,1,8
1801,people invented toothpaste to keep teeth clean,1,7
1801,people invented toothpaste to keep toothbrush clean,0,7
1802,you can buy drinks from vending machines without paying money,0,10
1802,you can buy drinks from vending machines without communicating with cashiers,1,11
1803,movie stars often photograph others in public,0,7
1803,movie stars are often photographed by others in public,1,9
1805,you need to be careful of sharks when you swim in the ocean,1,13
1805,you need to be careful of sharks when you swim in the swimming pool,0,14
1808,animals in the Acrobatic Troupe receive wages every day,0,9
1808,animals in the Acrobatic Troupe are fed every day,1,9
1809,teammates are here to work with you in teamwork,1,9
1809,teammates are here to encourage you in teamwork,0,8
1810,the teacher was very angry that I was late for school again and again,1,14
1810,the teacher was very cheerful that I was late for school again and again,0,14
1812,driving a car is a good choice to enjoy your stay at home,0,13
1812,reading books is a good choice to enjoy your stay at home,1,12
1813,he scored a crucial goal by hand in a soccer match,0,11
1813,he scored a crucial goal by head in a soccer match,1,11
1814,we built street lamps to provide a public service,1,9
1814,we built street lamps to provide a personal service,0,9
1815,crops can't live without farmers,0,5
1815,crops can't live without the sun,1,6
1816,I was very scared to see old friends abroad,0,9
1816,I was very surprised to see old friends abroad,1,9
1818,ice cream is more popular in summer than in winter,1,10
1818,ice cream is more popular in winter than in summer,0,10
1819,my boss checks read messages carefully every day,0,8
1819,my boss checks unread emails carefully every day,1,8
1820,we are vaccinated for the cure of the disease,0,9
1820,we are vaccinated for disease prevention,1,6
1821,I bought a pan for drinking fresh juice,0,8
1821,I bought a juicer for drinking fresh juice,1,8
1822,taking summer vacation caused lots of stress,0,7
1822,taking final exams caused lots of stress,1,7
1823,clues can lead you to the answer,1,7
1823,disguise can lead you to the answer,0,7
1824,you can definitely cook food well by following a recipe,0,10
1824,you may cook food well by following a recipe,1,9
1825,the company fired some employees because of continued losses,1,9
1825,the company hired more employees because of continued losses,0,9
1826,the deaf man can't hear me yelling,1,7
1826,the blind man can't hear me yelling,0,7
1827,I'm waiting for a clear night to observe stars,1,9
1827,I'm waiting for a cloudy night to observe stars,0,9
1828,building workers risk injury by not wearing safety helmets,1,9
1828,building workers risk injury by not wearing baseball caps,0,9
1829,buying presents requires love and money,1,6
1829,buying presents requires love or money,0,6
1831,the horses water the cowboy everyday,0,6
1831,a cowboy waters the horses everyday,1,6
1832,people expect enjoyment when they go to the cinema,1,9
1832,people expect boredom when they go to the cinema,0,9
1834,paying by credit card is for not paying money,0,9
1834,paying by credit card is for not carrying cash,1,9
1835,you need an audience if you want to share your story,1,11
1835,you need a dog if you want to share your story,0,11
1836,the players will buy a cup of beer before the basketball game begins,0,13
1836,the audience will buy a cup of beer before the basketball game begins,1,13
1837,I need to say goodbye to people on TV when I finish watching the TV show,0,16
1837,I need to turn off the TV when I finish watching the TV show,1,14
1839,the ship hit the submarine yesterday,1,6
1839,the ship hit the train yesterday,0,6
1840,I can lift the gym easily,0,6
1840,I can lift gym equipment easily,1,6
1841,meeting my friends is for business,0,6
1841,meeting my friends is for pleasure,1,6
1842,when you borrowed a car you can sell it to others,0,11
1842,when you borrowed a car you can show it to others,1,11
1843,I had plastic surgery in the hospital,1,7
1843,I had plastic surgery in the pharmacy,0,7
1844,fortunately the fat man lost weight by working hard,1,9
1844,fortunately the fat man lost fingers by working hard,0,9
1845,couples would divorce if they believed each other,0,8
1845,couples would divorce if they betrayed each other,1,8
1846,I stop eating salt food to lose weight,0,8
1846,I stop eating sweet food to lose weight,1,8
1847,the weather can be either sweet or salt in China,0,10
1847,the weather can be either cool or warm in China,1,10
1849,you can use ink to write things,1,7
1849,you can use a link to write things,0,8
1851,the alarm ringing announced that the class was over,0,9
1851,the bell ringing announced that the class was over,1,9
1852,passengers need to undergo a rigorous safety check before boarding the plane,1,12
1852,passengers need to undergo a rigorous safety check before taking a taxi,0,12
1853,you can use money to buy some products to live longer,1,11
1853,you can use money to buy some health to live longer,0,11
1854,studying requires violence,0,3
1854,studying requires patience,1,3
1855,we used optical microscopes to see cells in science class,1,10
1855,we used optical microscopes to see atoms in science class,0,10
1857,the young man offered his seat to the old lady on the bus,1,13
1857,the driver offered his seat to the old lady on the bus,0,12
1858,I jumped into the fire to cool myself,0,8
1858,I jumped into the water to cool myself,1,8
1859,my father sold the best products to become the best salesman,1,11
1859,my father sold the best salesmen to become the best product,0,11
1860,I washed my computers twice a week,0,7
1860,I washed my clothes twice a week,1,7
1861,I used to step on the mountain to get the sugar on the op of the cupboard,0,17
1861,I used to step on the stone to get the sugar on the top of the cupboard,1,17
1862,a wall is the boundary of a house,1,8
1862,a wall is the entrance of a house,0,8
1863,we built a factory to produce creative ideas,0,8
1863,we built a factory to produce creative goods,1,8
1864,we use the microscope to learn about the microcosm,1,9
1864,we use the microscope to learn about the universe,0,9
1865,we can find first class airplane seats in the wings of a plane,0,13
1865,we can find first class airplane seats in the front of a plane,1,13
1867,a bed can rest a pillow,0,6
1867,a bed can rest a person,1,6
1868,parents will praise children when kids did something well,1,9
1868,children will praise parents when kids did something well,0,9
1869,professional soccer players earn money by selling footballs,0,8
1869,professional soccer players earn money by playing football games,1,9
1870,animals are pets,0,3
1870,pets are animals,1,3
1871,we grow Christmas trees in December every year,0,8
1871,we buy Christmas trees in December every year,1,8
1872,sun bathing removes dirt from the body,0,7
1872,water bathing removes dirt from the body,1,7
1873,I bought a ticket for the train I took,1,9
1873,I bought a ticket for the taxi I took,0,9
1874,he was fined for smoking in his home,0,8
1874,he was fined for smoking in the airplane,1,8
1877,People open their doors when they go out of the home,0,11
1877,People close their doors when they go out of the home,1,11
1878,People can talk chat with living people,1,7
1878,People can chat with the dead,0,6
1881,People usually roast meat with cold water,0,7
1881,People usually roast meat over fire,1,6
1882,People usually enter the park from the entrance,1,8
1882,People usually enter the park from the fence,0,8
1883,People usually like to wear oversize clothes,0,7
1883,People usually like to wear fitted clothes,1,7
1884,People should abide by the contract,1,6
1884,People should break the contract,0,5
1885,Rats can't bite metal furniture,1,5
1885,Rats can't bite wood furniture,0,5
1887,College students usually learn the same courses,0,7
1887,College students can learn different courses,1,6
1889,Programmers usually don't use computers,0,5
1889,Programmers often use computers,1,4
1890,if you fail the exam you should cheat next time,0,10
1890,if you fail the exam you should study harder for next time,1,12
1891,I should indulge myself when I fail,0,7
1891,I should refresh myself when I fail,1,7
1892,mom cooks the fried egg once a week for me,1,10
1892,mom cooks the fried tiger meat once a week for me,0,11
1893,sprinters' legs are usually strong,1,5
1893,sprinters' arms are usually strong,0,5
1895,we can travel on the sea by boat,1,8
1895,we can travel on the sea by train,0,8
1896,chickens' eggs is delicious,1,4
1896,pigs' eggs are delicious,0,4
1897,we can eat noodles with knives,0,6
1897,we can eat noodles with forks,1,6
1898,birds' milk is nutrient,0,4
1898,goats' milk is nutrient,1,4
1899,People can make wires from metal,1,6
1899,People can make wires from plastics,0,6
1900,People can read newspapers to know what has happened recently,1,10
1900,People can read newspapers to know what will happen in the future,0,12
1902,Something you might do while taking the bus is drawing an oil painting,0,13
1902,Something you might do while taking the bus is reading a newspaper,1,12
1903,She felt full and satisfied after having lunch,1,8
1903,She felt hungry and satisfied after having lunch,0,8
1904,Bob is cooking while eating dinner,0,6
1904,Bob is chewing while eating dinner,1,6
1905,A rat can survive a fall from a five-floor building,1,10
1905,A person can survive a fall from a five-floor building,0,10
1906,The longest nonstop flight by a bird is eight days,1,10
1906,The longest nonstop flight by a dog is eight days,0,10
1907,He caught a cold and had a hot shower,1,9
1907,He caught a cold and had a cold shower,0,9
1908,Humans smell through their ears,0,5
1908,Humans smell through their noses,1,5
1909,Alice formed a habit of sleeping to keep fit,0,9
1909,Alice formed a habit of jogging to keep fit,1,9
1910,It's winter and it's freezing cold outside,1,7
1910,It's summer and it's freezing cold outside,0,7
1912,Kate made books with a microwave oven,0,7
1912,Kate made popcorn with a microwave oven,1,7
1913,Marry lit up firewoods to make a campfire,1,8
1913,Marry lit up rocks to make a campfire,0,8
1914,Barry went under an umbrella to stay dry on a rainy day,1,12
1914,Barry went under an umbrella to stay wet on a rainy day,0,12
1915,She goes skiing while watching TV,0,6
1915,She eats snacks while watching TV,1,6
1916,Children in school use crayons for drawing,1,7
1916,Children in school use cameras for drawing,0,7
1918,Dry towels need to hang up to dry,0,8
1918,Wet towels need to hang up to dry,1,8
1921,a basket is for warmth,0,5
1921,a blanket is for warmth,1,5
1922,attending class is for learning,1,5
1922,attending class is for playing,0,5
1923,He throws up when he eats bad food,1,8
1923,He throws up when he eats nice food,0,8
1924,Shoes are meant to protect feet,1,6
1924,Shoes are meant to protect hands,0,6
1926,a piece of paper is used for writing,1,8
1926,a piece of cake is used for writing,0,8
1927,Amy is happy to know that her best friend has recovered from the illness,1,14
1927,Amy is angry to know that her best friend has recovered from the illness,0,14
1928,my jaw dropped open when I was shocked,1,8
1928,my jaw dropped open when I was unhappy,0,8
1929,the filthy car needs to be washed,1,7
1929,the filthy car needs to be painted,0,7
1930,my friend paid for my ticket so I got on the bus,1,12
1930,my friend paid for my ticket so I didn't get on the bus,0,13
1931,dina visited her family because she distrusted them,0,8
1931,dina visited her family because she missed them,1,8
1933,maggie told a joke to lighten the mood of the conversation,1,11
1933,maggie remained quiet to lighten the mood of the conversation,0,10
1935,the clothes are still dirty because I forgot to add laundry water,0,12
1935,the clothes are still dirty because I forgot to add laundry detergent,1,12
1936,air leaked out of the beach ball because it had a picture on it,0,14
1936,air leaked out of the beach ball because it had a hole on it,1,14
1937,the conversation gradually lulled to silence as more people left,1,10
1937,the conversation gradually lulled to silence as more people joined,0,10
1938,julia pressed down on a piano key to play a music,0,11
1938,julia pressed down on a piano key to make a sound,1,11
1939,vehicles travelled slowly in cloudy days,0,6
1939,vehicles travelled slowly in foggy days,1,6
1940,lauren gained weight so she had to get her suit altered,1,11
1940,lauren gained weight so she had to get her shoes shined,0,11
1943,the button on my shirt fell off so I glued the button back on,0,14
1943,the button on my shirt fell off so I sewed the button back on,1,14
1944,the celebrity wore sunglasses to avoid recognition,1,7
1944,the celebrity wore sunglasses to help recognition,0,7
1945,the leader received praise because he fought poverty,1,8
1945,the leader received praise because he raised taxes,0,8
1946,my mailbox was overflowing with letters when I went back after one month,1,13
1946,my mailbox was overflowing with letters when I went back after five minutes,0,13
1947,the banana ripened so we ate them,1,7
1947,the banana ripened so we threw them away,0,8
1948,the chef pressed down on the dough and the dough crumbled,0,11
1948,the chef pressed down on the dough and the dough flattened,1,11
1949,my feet were blistered after a day of swimming,0,9
1949,my feet were blistered after a day of hiking,1,9
1950,her eyeglasses fogged up as she entered the sauna,1,9
1950,her eyeglasses fogged up as she exited the sauna,0,9
1951,he found the tv show boring so he recorded it,0,10
1951,he found the tv show boring so he turned it off,1,11
1952,the boy was afraid to go to bed because he watched a horror movie,1,14
1952,the boy was afraid to go to bed because he watched a comedy movie,0,14
1953,the girl wanted to be a doctor so she went to the medical school,1,14
1953,the girl wanted to be a doctor so she went to the hospital,0,13
1954,thomas wanted to get revenge on his enemy,1,8
1954,thomas wanted to get revenge on his friend,0,8
1955,the woman was mistaken for her sister because they sat close,0,11
1955,the woman was mistaken for her sister because they looked alike,1,11
1957,the girl politely declined the hamburger because she liked fast food,0,11
1957,the girl politely declined the hamburger because she was a vegetarian,1,11
1958,miley scrubbed the stain on the floor and she got rid of the stain,1,14
1958,miley scrubbed the stain on the floor and she got dirt on the floor,0,14
1959,the egg splattered after I dropped it,1,7
1959,the egg splattered after I boiled it,0,7
1961,the man took a shower because he opened a new bar of soap,0,13
1961,the man took a shower because he was sweaty from working out,1,12
1962,the screen of the laptop went black because it's battery died,1,11
1962,the screen of the laptop went black because it's warranty expired,0,11
1963,the book became a unsalable and it was adapted into a movie,0,12
1963,the book became a bestseller and it was adapted into a movie,1,12
1964,camila felt reluctant to switch careers when she made a lot of money currently,1,14
1964,camila felt reluctant to switch careers when she endured a lot of stress currently,0,14
1965,the ocean tide was dangerous so the swimmers put on more sunscreen,0,12
1965,the ocean tide was dangerous so the swimmers returned to a closer place,1,13
1966,minaj was deemed mentally ill so she sought a career as psychologist,0,12
1966,minaj was deemed mentally ill so she was sent to a psychologist,1,12
1967,the aggressive football coach lost his voice after the game,1,10
1967,the aggressive football coach lost his voice before the game,0,10
1969,leo had an infection so she washed her hands,0,9
1969,leo had an infection so she took antibiotic,1,8
1970,the woman fanned herself with her hand for the air conditioner is new,0,13
1970,the woman fanned herself with her hand for the air conditioner is broken,1,13
1971,the administrator cleared her throat because the meeting was commenced,1,10
1971,the administrator cleared her throat because the meeting was postponed,0,10
1972,the boy giggled uncontrollably because his brother kicked him,0,9
1972,the boy giggled uncontrollably because his brother tickled him,1,9
1973,the DJ turned the music on and everyone left the party,0,11
1973,the DJ turned the music on and everyone began to dance,1,11
1974,I need some cash so I went to the wallet store,0,11
1974,I need some cash so I went to the bank,1,10
1976,the milk stayed cold because I boiled it in the pot,0,11
1976,the milk stayed cold because I kept it in the refrigerator,1,11
1977,fiona put the soup on ice cubes and it cooled down,1,11
1977,fiona put the soup on ice cubes and it became thick,0,11
1978,the bully punched him and he got a black eye,1,10
1978,the bully mocked him and he got a black eye,0,10
1980,the man drank water with his meal because his meal was spicy,1,12
1980,the man drank water with his meal because his meal was delicious,0,12
1981,the patient underwent the deadly medical procedure to recover,0,9
1981,the patient underwent the risky medical procedure to recover,1,9
1982,i feed my doll twice a day,0,7
1982,i feed my cat twice a day,1,7
1983,Jane carries her house upstairs,0,5
1983,Jane carries her bag upstairs,1,5
1984,a cat hides under a car to shelter from the rain,1,11
1984,a cat hides above a car to shelter from the rain,0,11
1986,Sam was caught cheating on a written examination,1,8
1986,Sam was caught writing on a written examination,0,8
1987,he wants to lose weight because he is too thin,0,10
1987,he wants to lose weight because he is too fat,1,10
1989,"if you want to take a shower, you can choose a hotel",1,12
1989,"if you want to take a shower, you can choose a restaurant",0,12
1991,she pours some washing powder to do the laundry,1,9
1991,she pours some mud to do the laundry,0,8
1992,he reads newspapers at breakfast,1,5
1992,he reads bread at breakfast,0,5
1995,she keeps a parrot in a fish tank filled with water,0,11
1995,she keeps a tortoise in a fish tank filled with water,1,11
1997,people use donkeys to carry heavy loads,1,7
1997,people use rabbits to carry heavy loads,0,7
1999,Jim downloads music from the Internet,1,6
1999,Jim downloads music from the book,0,6
2000,their village was destroyed by a dragon yesterday,0,8
2000,their village was destroyed by a tornado yesterday,1,8
2001,she writes her letter with a bag,0,7
2001,she writes her letter with a pen,1,7
2002,he is so hungry that he eats up the whole iceberg,0,11
2002,he is so hungry that he eats up the whole hamburger,1,11
2005,he lit a candle to give light,1,7
2005,he lit some salt to give light,0,7
2006,we have lunch in the restaurant,1,6
2006,we have lunch in the library,0,6
2008,Jim wins the Best Actor Award because of his acting skills,1,11
2008,Jim wins the Best Singer Award because of his acting skills,0,11
2009,the accident happened because Jack drank water before driving,0,9
2009,the accident happened because Jack drank alcohol before driving,1,9
2010,i pick a leaf from a maple tree,1,8
2010,i pick a leaf from a goldfish,0,7
2011,i am learning French from my teacher,1,7
2011,i am learning French from my cat,0,7
2012,India is a country in Europe,0,6
2012,Great Britain is a country in Europe,1,7
2013,you can ride from America to Japan,0,7
2013,you can fly from America to Japan,1,7
2014,Bob goes to bed because he feels sleepy,1,8
2014,Bob goes to work because he feels sleepy,0,8
2015,Ellen kicks the judge hard in order to win,0,9
2015,Ellen kicks the ball hard in order to win,1,9
2016,the shredder cut a piece of paper into pieces,1,9
2016,the shredder cut a cup of water into pieces,0,9
2017,she cleans her teeth with toothpaste,1,6
2017,she cleans her teeth with shampoo,0,6
2019,people have to hold onto their hats because of the wind,1,11
2019,people have to hold onto their shoes because of the wind,0,11
2020,Rebecca wakes up because she takes sleeping pills,0,8
2020,Rebecca wakes up because she sets an alarm,1,8
2021,people bleed when they feel hot,0,6
2021,people sweat when they feel hot,1,6
